#  rotated ellipses. x y a b phi
# center.x center.y a b phi
# coordinates in pixels and angle in radians
452.83950617283950000000 441.35802469135810000000 4.45129787094318100000 4.45129787094318100000 -1.51529782154918000000
440.67901234567904000000 412.59259259259260000000 4.56831829927861200000 4.26641017175990700000 -1.55411721058334320000
428.82716049382714000000 384.38271604938270000000 4.76309672194084800000 4.50997640928594300000 1.50189963652516980000
417.40740740740740000000 357.16049382716050000000 4.81639733410648300000 4.56790123456795500000 -1.52077550910050130000
460.55555555555554000000 420.98765432098764000000 4.56831829927861200000 4.26104811244999000000 1.55464612885106200000
448.33333333333337000000 392.53086419753090000000 4.63004113397509400000 4.38315073483372400000 1.55603775951194460000
436.66666666666670000000 364.93827160493830000000 4.69135802469134000000 4.56790123456789800000 1.57079632679489660000
424.87654320987656000000 338.02469135802470000000 4.81521049339666350000 4.51293252504549400000 -1.52854778541496850000
480.80246913580250000000 429.44444444444446000000 4.75348723658727600000 4.50659561689975300000 1.55952393789961040000
468.64197530864200000000 400.86419753086420000000 4.57456970707380100000 4.19934601276422800000 1.54619811462293020000
456.11111111111110000000 372.77777777777780000000 4.88005811754378300000 4.38315073483378200000 1.53426590559538930000
444.25925925925930000000 345.49382716049390000000 4.75348723658727600000 4.25970654298420500000 -1.55559309727670580000
488.76543209876550000000 409.07407407407413000000 4.75468948435845100000 4.19798472491833400000 1.51696618173273220000
475.98765432098764000000 380.92592592592590000000 4.50659561689975300000 4.40396518067581600000 1.52366862771921500000
463.95061728395063000000 353.27160493827160000000 4.63127542763031200000 4.57165344723099000000 1.54206021596314340000
451.91358024691360000000 326.41975308641975000000 4.69176411497775500000 4.50617283950612100000 1.55763919132213660000
509.44444444444446000000 417.53086419753090000000 4.72413823793763000000 4.65589258595883050000 1.44758114537389850000
496.41975308641980000000 388.88888888888890000000 4.32275096296585600000 4.25970654298420600000 1.50341317760419010000
483.95061728395063000000 361.11111111111114000000 4.50617283950617800000 4.50617283950617800000 1.57079632679489660000
471.72839506172840000000 333.88888888888890000000 4.64442081629052900000 4.56831829927861200000 1.56689784209194420000
