#  rotated ellipses. x y a b phi
# center.x center.y a b phi
# coordinates in pixels and angle in radians
390.83333333333330000000 431.66666666666663000000 6.15740740740741900000 4.44468556444698850000 0.00295374189571773200
372.36111111111110000000 406.85185185185185000000 5.88035865996467500000 3.88916445231805640000 0.01958658810141019800
355.78703703703700000000 384.16666666666663000000 5.60185185185184800000 3.98820491745957150000 0.04945368345081258000
340.60185185185185000000 363.14814814814815000000 5.51003729333449900000 3.79883609711314560000 -0.01173161732999203700
397.50000000000000000000 412.50000000000000000000 5.74988071683990900000 4.21296296296293350000 0.05639176092595971000
379.53703703703700000000 389.35185185185185000000 5.66027841317701200000 4.07407407407407600000 0.04824035372892876400
363.00925925925924000000 368.00925925925924000000 5.32427535851391550000 3.93545750691727500000 -0.00656085302572836200
348.05555555555554000000 348.33333333333330000000 5.27777777777780000000 3.53795799528571340000 -0.03227748499973515000
422.87037037037030000000 418.05555555555554000000 6.06640493714802900000 4.22540896633502100000 0.04460625711749186000
403.61111111111110000000 394.62962962962960000000 5.65497462392684550000 3.70370370370369530000 0.02190569953572270300
386.01851851851850000000 372.77777777777770000000 5.27858993101452100000 3.70833044342600800000 0.01398018732003890000
370.00000000000000000000 352.82407407407400000000 5.27960494687452500000 3.66794076255133070000 -0.01472552825214294700
428.51851851851850000000 399.76851851851850000000 5.56037599512235600000 3.95257595157247680000 0.06835790352582788000
409.62962962962960000000 377.68518518518516000000 5.37216604717397850000 3.56962157892617960000 0.04173725438824550000
392.63888888888886000000 357.36111111111110000000 5.32588536017107000000 3.47992971721595620000 0.03078135920219588000
376.57407407407400000000 338.47222222222220000000 4.81503738801797100000 3.38469939378410970000 0.02477159441248533000
453.40336134453776000000 404.91596638655460000000 5.76013489551650000000 4.20713931133077250000 0.09085129676060402000
433.61344537815125000000 382.68907563025210000000 5.68485997501496150000 3.70606337331093100000 0.07059666366136735000
415.21008403361344000000 362.18487394957980000000 5.25630084167933600000 3.75104439002786630000 0.04422533810905296400
398.36134453781510000000 342.94117647058823000000 5.08681082559568200000 3.27973407510700280000 0.06301403363713427000
