#  rotated ellipses. x y a b phi
# center.x center.y a b phi
# coordinates in pixels and angle in radians
828.74715000000010000000 1197.70035000000030000000 248.25303414638267000000 240.58181432641945000000 1.46460142703871440000
1554.63000000000000000000 1196.58000000000020000000 245.39333426154846000000 239.31087156667190000000 1.49898541444141990000
2276.01815573948530000000 1195.70819181501470000000 246.59282158530564000000 237.10199431924846000000 -1.45184581326949760000
852.77334508944340000000 1921.99986339730840000000 236.11303018773160000000 230.11401197760782000000 1.17313962491229560000
1551.03041893561610000000 1920.69592861888420000000 232.76696740370310000000 230.38077453461020000000 1.49610294692288410000
2251.89536233863740000000 1915.48018950518710000000 236.62015488379836000000 229.36283175230145000000 -1.05647977413756580000
874.28826893344320000000 2600.04594817790580000000 226.53685628142710000000 219.41100167229496000000 0.05526667833552823000
1551.03041893561610000000 2594.17824167499660000000 222.69625663752970000000 220.64063749578523000000 -0.74352895208235600000
2228.42453632700100000000 2588.96250256129950000000 227.28241504622030000000 216.74851718242314000000 -0.69463435977685250000
896.45516016665500000000 3233.10628310286700000000 217.05912602067744000000 200.46910576508023000000 0.12625298230490892000
1552.33435371404040000000 3227.23857659995800000000 216.52091224223372000000 200.80278068637068000000 -0.12769676419041526000
2207.56157987221380000000 3219.41496792941300000000 217.47583860716630000000 201.26688430937784000000 -0.19553736863666465000
