#  rotated ellipses. x y a b phi
# center.x center.y a b phi
# coordinates in pixels and angle in radians
2018.37837837837830000000 2192.97297297297300000000 28.81548818580748000000 27.48430722977492700000 -1.36824660915790900000
2103.51351351351330000000 2200.27027027027000000000 28.42467266425633800000 27.80797401023150000000 -1.50003461677133480000
2188.64864864864880000000 2207.83783783783800000000 28.38352591667177500000 27.44873699995368000000 1.54213587352919800000
2013.37837837837830000000 2281.08108108108100000000 29.38404679396239800000 28.13051341950055000000 1.45983697198467890000
2098.78378378378330000000 2288.37837837837830000000 29.18324514052661200000 27.32437779020031000000 1.47483659167066740000
2184.05405405405370000000 2295.40540540540540000000 29.29036519165689600000 27.58875709226985000000 1.52308699868692580000
2008.64864864864850000000 2369.45945945945900000000 28.92018183653049000000 28.09056105101312000000 1.54976699191276810000
2094.32432432432400000000 2376.75675675675670000000 29.47464275230798600000 27.85882179471401400000 1.53656260569376500000
2179.72972972973000000000 2383.24324324324330000000 29.31404727125695700000 27.92167904516617000000 1.49328204516410100000
2003.64864864864880000000 2459.32432432432400000000 29.87984215368783000000 28.25908000324253000000 1.53760498875372330000
2090.00000000000000000000 2465.67567567567540000000 29.08546385139298700000 28.17170559884001000000 1.53105090731947110000
2175.94594594594600000000 2471.89189189189160000000 28.93911898698508300000 27.60066905107959600000 1.54099358501321080000
