#  rotated ellipses. x y a b phi
# center.x center.y a b phi
# coordinates in pixels and angle in radians
2173.06451612903200000000 1747.09677419354830000000 58.10594400238162000000 53.93973783193336400000 -0.92069163260925710000
2342.41935483870980000000 1754.03225806451600000000 58.62853307681168500000 53.38734041460827500000 -0.75243918047137900000
2510.00000000000000000000 1760.96774193548400000000 58.11646421721927000000 52.37839590862326000000 -0.71019932562136740000
2155.16129032258050000000 1913.87096774193540000000 57.14140774139243000000 52.73083635803317000000 -0.73253714145647420000
2321.61290322580630000000 1919.35483870967730000000 57.71624946800932000000 52.39726581741131600000 -0.66339266804286180000
2487.41935483870980000000 1925.80645161290320000000 57.11408521975173000000 52.29488945450920000000 -0.73785031207734200000
2137.25806451612900000000 2073.87096774193560000000 55.42593561889578500000 51.17887059134074000000 -0.58871201547706860000
2302.25806451612900000000 2080.00000000000000000000 56.13273995911281000000 50.91667511111103000000 -0.55073255412644010000
2465.48387096774200000000 2085.16129032258050000000 55.79479647077681000000 49.48223069998794000000 -0.55357212933369130000
2121.45161290322600000000 2230.32258064516100000000 54.33473352681270000000 50.04914338309786000000 -0.35261009045624510000
2283.38709677419300000000 2235.96774193548400000000 55.19099370042127400000 49.41120542593676000000 -0.45118702624813540000
2444.51612903225760000000 2241.12903225806440000000 54.22642052193996000000 48.90076808872210000000 -0.58047127935019270000
