#  rotated ellipses. x y a b phi
# center.x center.y a b phi
# coordinates in pixels and angle in radians
375.45454545454544000000 1494.54545454545450000000 273.01840521616276000000 254.22869901912867000000 0.42992672475494903000
1110.00000000000000000000 1527.27272727272730000000 237.68337853066650000000 219.04563847640787000000 1.14808340440628200000
1714.54545454545450000000 1554.54545454545450000000 213.67552832497847000000 183.26300930223846000000 1.54311008469662350000
392.72727272727270000000 2260.00000000000000000000 264.64540442381500000000 248.76886946164157000000 -0.40835862543048480000
1113.63636363636350000000 2220.00000000000000000000 231.27565750001900000000 214.25635375401816000000 -1.11203248456339150000
1709.09090909090900000000 2184.54545454545450000000 206.30155253539033000000 178.29310068554562000000 -1.36071922761078850000
409.09090909090907000000 2999.09090909090900000000 269.64355105972606000000 231.08305901837400000000 -0.59116761957797210000
1115.45454545454530000000 2889.09090909090900000000 232.73659427354704000000 199.90286897589377000000 -0.89279966897857130000
1704.54545454545450000000 2799.09090909090900000000 209.15068315562058000000 171.68585573031694000000 -1.17923382573688330000
424.09090909090900000000 3707.72727272727250000000 277.43586854807495000000 212.65053005784924000000 -0.66218019655742430000
1119.09090909090900000000 3534.54545454545400000000 236.94421702896872000000 185.57928069018786000000 -0.84549010084538830000
1698.18181818181800000000 3388.18181818181800000000 209.57453949205225000000 159.11428399707180000000 -0.99705583064606400000
