#  rotated ellipses. x y a b phi
# center.x center.y a b phi
# coordinates in pixels and angle in radians
398.05555555555554000000 293.61111111111110000000 7.72162117964713300000 6.10737259384095200000 1.54193390747546480000
417.91666666666663000000 291.77083333333337000000 7.60543495257839200000 6.25086799528229100000 -1.56059986712878480000
437.15277777777777000000 289.79166666666670000000 7.36315812732718000000 5.83374667847702800000 1.54554748067361450000
400.17361111111110000000 317.08333333333330000000 7.15286205451968500000 5.86846645504176600000 1.56782584270356630000
420.13888888888890000000 314.93055555555554000000 7.22255608202697000000 5.83498653822220500000 1.56518687211387420000
439.06250000000000000000 312.74305555555554000000 6.91050735349555500000 5.79871506892837400000 1.55668496085303930000
402.15277777777777000000 340.55555555555554000000 7.50008037508372600000 6.11111111111114300000 -1.54132711973709440000
422.29166666666663000000 337.77777777777777000000 7.01423266484250350000 5.69613795955831200000 -1.55650758500734180000
441.21527777777777000000 335.34722222222223000000 6.94453124945748450000 5.86805555555554300000 -1.54439299959151380000
404.13194444444446000000 363.99305555555554000000 7.18959644680431500000 6.00945275183545200000 -1.53238584436864040000
424.02777777777777000000 360.90277777777777000000 7.08367373909718100000 5.76388888888885700000 1.53064153855225120000
443.05555555555554000000 357.91666666666670000000 7.01388888888891400000 5.83333333333331400000 -1.56069566020957270000
