#  rotated ellipses. x y a b phi
# center.x center.y a b phi
# coordinates in pixels and angle in radians
203.27272727272728000000 34.00000000000000000000 14.48909535814851400000 4.83273958545527300000 0.28605144171731520000
233.63636363636363000000 60.00000000000000000000 15.42028287571088200000 6.80787099158147500000 0.66657339512167260000
257.81818181818180000000 98.00000000000000000000 14.78998991388744000000 7.41898391385567300000 1.21612090119952980000
170.36363636363637000000 43.09090909090909000000 15.27705566370910300000 7.82029569731148000000 -0.03529248584577454600
201.81818181818180000000 70.36363636363636000000 17.59507819986897000000 11.81818181818182200000 0.40069450015259134000
230.00000000000000000000 112.54545454545455000000 16.98321972024491400000 13.14131709061282800000 1.28773600769800200000
133.09090909090910000000 65.81818181818181000000 14.98125550576204600000 9.43398113205661000000 -0.55180263992960520000
160.18181818181820000000 94.00000000000000000000 17.22241476239424000000 15.23642872626581600000 -0.31554342785212364000
190.09090909090910000000 135.54545454545456000000 16.82039297503809300000 16.82039297503809300000 1.55458153179049400000
104.36363636363636000000 96.00000000000000000000 13.03079632611000700000 8.23818964306122200000 -1.18449956621014400000
124.72727272727273000000 124.18181818181819000000 14.45483132936288200000 12.00000000000000000000 1.56450710154218900000
150.54545454545456000000 159.45454545454544000000 14.81232455348200400000 12.47145501064909500000 0.75156842076804230000
